iter	Logloss
0	0.6564603976
1	0.6077401939
2	0.567365255
3	0.537488264
4	0.5072830948
5	0.4788692935
6	0.4585446269
7	0.438788573
8	0.4131516052
9	0.4026439425
10	0.3819243633
11	0.3577744551
12	0.3484534817
13	0.3348426859
14	0.3237313028
15	0.3130621224
16	0.3017453984
17	0.2901091717
18	0.2792926329
19	0.2726875399
20	0.2667160248
21	0.2563052477
22	0.2522986881
23	0.2491941572
24	0.2440274314
25	0.237159203
26	0.231513966
27	0.2288504493
28	0.2255065728
29	0.220756628
30	0.2163664067
31	0.2116737543
32	0.2073077821
33	0.2029754301
34	0.1978872533
35	0.1952082865
36	0.1907517404
37	0.1876287611
38	0.1844819355
39	0.182206767
40	0.1790819439
41	0.1763043235
42	0.1734433257
43	0.1713287187
44	0.1678847765
45	0.1647144981
46	0.1615744712
47	0.1584550905
48	0.1558950007
49	0.1546757281
50	0.1522192422
51	0.150149413
52	0.1478430076
53	0.1461657716
54	0.145140302
55	0.143917476
56	0.1409522872
57	0.1392339593
58	0.136305178
59	0.1351717976
60	0.133195263
61	0.1303030656
62	0.1285857257
63	0.1275042399
64	0.1260386247
65	0.1248568024
66	0.1233816045
67	0.1207843842
68	0.1179404173
69	0.1170113639
70	0.113920888
71	0.1123347441
72	0.1110007236
73	0.1097179445
74	0.1083421714
75	0.1073076745
76	0.1064211233
77	0.1051052683
78	0.1037137844
79	0.1026632254
80	0.1007520119
81	0.09893749946
82	0.09729273445
83	0.09687561638
84	0.0947383057
85	0.09262540429
86	0.09052066124
87	0.08926297015
88	0.08814637953
89	0.08702068573
90	0.08610439874
91	0.08496187829
92	0.083621794
93	0.08278934621
94	0.08180755292
95	0.08111111203
96	0.08042198745
97	0.07961751696
98	0.07927994631
99	0.07859771284
100	0.07780329151
101	0.07714270575
102	0.07619890279
103	0.07587808424
104	0.07489414008
105	0.07439327121
106	0.07363094588
107	0.07335540151
108	0.07272282844
109	0.0716952953
110	0.07102489093
111	0.07049542153
112	0.06983886909
113	0.06953080953
114	0.06832686618
115	0.06772014942
116	0.06734295424
117	0.06653758368
118	0.06607863759
119	0.06545619089
120	0.06492205794
121	0.0640475148
122	0.06367524593
123	0.06330204883
124	0.0627635763
125	0.06234831121
126	0.06186398292
127	0.06128771833
128	0.06104469961
129	0.06044909243
130	0.06011528566
131	0.05933583779
132	0.05895535339
133	0.05842418097
134	0.05799792248
135	0.05720916514
136	0.05674936626
137	0.05654572543
138	0.056295599
139	0.05603140213
140	0.05569826102
141	0.05534411274
142	0.05499792685
143	0.05463061979
144	0.05424335024
145	0.05395223176
146	0.05332283357
147	0.05299689051
148	0.05218315139
149	0.05173788549
150	0.05144497953
151	0.05106234145
152	0.05061487559
153	0.05033021055
154	0.0499470101
155	0.04962126542
156	0.04943992044
157	0.04903920025
158	0.04848190164
159	0.04819086389
160	0.04758290179
161	0.0472834027
162	0.04697950087
163	0.04661410987
164	0.04623837317
165	0.04579649935
166	0.04563970397
167	0.04527207436
168	0.04471869045
169	0.04446768493
170	0.04415189146
171	0.04363977934
172	0.04336432383
173	0.04317575285
174	0.04302661419
175	0.04284066355
176	0.04242248519
177	0.04204694295
178	0.04189504733
179	0.04173459666
180	0.04146512724
181	0.04105653594
182	0.04073485974
183	0.04048944112
184	0.04020264963
185	0.04003616124
186	0.03968209203
187	0.0394371106
188	0.03899010164
189	0.0386691459
190	0.03852823671
191	0.03827337275
192	0.03816952104
193	0.03802606904
194	0.03767442925
195	0.03757213238
196	0.03709778786
197	0.03691513942
198	0.03669584723
199	0.03641025476
200	0.03625060877
201	0.03607575213
202	0.0359232347
203	0.03581311223
204	0.03570106259
205	0.03558117608
206	0.0354832641
207	0.03531756971
208	0.03517884715
209	0.03500605125
210	0.03479761036
211	0.03463182945
212	0.03422851093
213	0.03410900954
214	0.03392204852
215	0.0337441798
216	0.03360309046
217	0.03331783621
218	0.03302554466
219	0.03289264134
220	0.03275442922
221	0.03259261426
222	0.03246208569
223	0.03217789243
224	0.03207544671
225	0.03197923642
226	0.03179156631
227	0.03156753492
228	0.03136444725
229	0.03113516959
230	0.03083918739
231	0.03066544655
232	0.03051906779
233	0.03042139032
234	0.03013095441
235	0.0299538328
236	0.02967482509
237	0.02954715491
238	0.02945770952
239	0.02935529449
240	0.02916015848
241	0.02908538199
242	0.02875395696
243	0.02861833613
244	0.02846597238
245	0.02821788597
246	0.02801953668
247	0.02784917898
248	0.02770892317
249	0.02761373887
250	0.02750521167
251	0.02735243902
252	0.02716382485
253	0.02708801877
254	0.02694570716
255	0.02685363318
256	0.02669815662
257	0.02661873355
258	0.02649285692
259	0.02632623524
260	0.02615737468
261	0.02605416718
262	0.02595145024
263	0.02586157178
264	0.02573523465
265	0.02555287264
266	0.0254565964
267	0.02531547977
268	0.0252534985
269	0.02517385984
270	0.02510421249
271	0.02499904667
272	0.02490151527
273	0.02486080575
274	0.02468646166
275	0.02462816931
276	0.02443871578
277	0.0243796064
278	0.02427266626
279	0.02422069101
280	0.02414201585
281	0.02407265591
282	0.02398429979
283	0.02378293378
284	0.02370010838
285	0.02359266397
286	0.02350407266
287	0.02341417591
288	0.02327314514
289	0.02315059372
290	0.02308950624
291	0.0229915117
292	0.0228420974
293	0.02274777637
294	0.02263502653
295	0.02249778608
296	0.02235434686
297	0.0222314903
298	0.02217818608
299	0.02212011556
300	0.02206018985
301	0.02201248386
302	0.02189772847
303	0.02180889847
304	0.02162165695
305	0.02148519012
306	0.0213929367
307	0.02127440139
308	0.0212417352
309	0.0211737599
310	0.02110381235
311	0.02102047389
312	0.02093660797
313	0.02084164659
314	0.02081448002
315	0.02073275937
316	0.02069106375
317	0.02062216612
318	0.02055861426
319	0.02046651501
320	0.02039226114
321	0.02034843682
322	0.02028922579
323	0.02021188476
324	0.02009369969
325	0.02003069619
326	0.01987429869
327	0.01981768017
328	0.01971450597
329	0.01962819932
330	0.01950945414
331	0.0194351139
332	0.01940663931
333	0.01927733859
334	0.0192374781
335	0.01918153243
336	0.0191340891
337	0.01904771524
338	0.01900041738
339	0.01886713649
340	0.01884371357
341	0.0187825936
342	0.01874834078
343	0.01867104225
344	0.01865184854
345	0.01859679925
346	0.01855830266
347	0.01842570669
348	0.01838341899
349	0.01834127075
350	0.01830331424
351	0.01827033468
352	0.01825544077
353	0.01817566102
354	0.01809055138
355	0.01804867422
356	0.01801956942
357	0.01797316684
358	0.01790204393
359	0.01784791155
360	0.01771430626
361	0.01762483615
362	0.01758812103
363	0.01754140756
364	0.01751448626
365	0.0174787698
366	0.01741912572
367	0.01738880575
368	0.01735182806
369	0.01719583905
370	0.01716128428
371	0.01712821005
372	0.01703293843
373	0.01697111913
374	0.01691308376
375	0.01683548618
376	0.01681672023
377	0.01677680403
378	0.01673691527
379	0.01666917742
380	0.0166340215
381	0.0165834824
382	0.01647075975
383	0.01638110264
384	0.0163403542
385	0.0162778847
386	0.01625987801
387	0.01621155933
388	0.01615441744
389	0.01612475341
390	0.01608155317
391	0.01603156117
392	0.01593262224
393	0.01587989336
394	0.01580661198
395	0.015768732
396	0.01572028232
397	0.01563873859
398	0.01559790915
399	0.01556820795
400	0.01553035155
401	0.01541567324
402	0.01539396924
403	0.0153648097
404	0.0153033992
405	0.01526538488
406	0.01521410901
407	0.01513836495
408	0.01508843915
409	0.01504163079
410	0.01502497918
411	0.01500861046
412	0.01497457528
413	0.01492881192
414	0.01486272784
415	0.0148281019
416	0.01479751001
417	0.01472331149
418	0.01466772083
419	0.01462745911
420	0.01460198023
421	0.0145710469
422	0.01449325164
423	0.01445521129
424	0.01436972002
425	0.01431771717
426	0.01425800015
427	0.01424374845
428	0.01418711846
429	0.01412238268
430	0.01408178931
431	0.01407235778
432	0.01404640433
433	0.01398962003
434	0.01395574713
435	0.01393130382
436	0.01384285678
437	0.01380302803
438	0.01377491698
439	0.01372912615
440	0.01369652953
441	0.01367168657
442	0.01356992454
443	0.01351852049
444	0.01348792348
445	0.01345697207
446	0.01341652172
447	0.01340086583
448	0.01339441972
449	0.01330700164
450	0.01327610172
451	0.01323228309
452	0.01317972645
453	0.01313766847
454	0.01307489218
455	0.01306119074
456	0.01302243079
457	0.01299318748
458	0.01295237396
459	0.01288530943
460	0.01287193589
461	0.01281412727
462	0.01273825592
463	0.01270512733
464	0.01266603761
465	0.01264651255
466	0.01264062671
467	0.01259696675
468	0.01255868673
469	0.01253191004
470	0.01251171832
471	0.01249266518
472	0.01246420223
473	0.01243991237
474	0.01242165092
475	0.01241374704
476	0.01236505488
477	0.01229044779
478	0.01226469886
479	0.01224755985
480	0.01222657127
481	0.01217464419
482	0.01211810599
483	0.01210409291
484	0.01208429134
485	0.01203252167
486	0.01199418126
487	0.01195939663
488	0.01188995486
489	0.01186386353
490	0.01182637926
491	0.01179816968
492	0.01175580359
493	0.01173338153
494	0.01171647001
495	0.01163188206
496	0.01161553772
497	0.01157912877
498	0.01153225868
499	0.01151456599
500	0.01150440632
501	0.01149649664
502	0.01147018074
