iter	Logloss
503	0.01143651469
504	0.01139664505
505	0.01138039274
506	0.01135575564
507	0.01133275077
508	0.01128399745
509	0.01127189307
510	0.01125013144
511	0.01123463988
512	0.01121164352
513	0.01116591847
514	0.01115328373
515	0.01111794455
516	0.01110699874
517	0.01109840546
518	0.01107128272
519	0.01104557701
520	0.01102341765
521	0.01101398552
522	0.01098269041
523	0.01095818557
524	0.01090320828
525	0.0108935647
526	0.01085817043
527	0.01083300634
528	0.01081826954
529	0.01079175499
530	0.01076441514
531	0.01075153344
532	0.01073614453
533	0.0106912397
534	0.01067454969
535	0.01066092489
536	0.01062169398
537	0.01061030557
538	0.0105559228
539	0.01054276803
540	0.01052883411
541	0.01051982596
542	0.01050577479
543	0.01046959081
544	0.01046069161
545	0.01044138717
546	0.01041113396
547	0.0104049939
548	0.01037406204
549	0.01034313846
550	0.01029985499
551	0.01028982683
552	0.01027579597
553	0.01024111763
554	0.01022049474
555	0.01018439498
556	0.01015858601
557	0.01011365742
558	0.01008803689
559	0.01007588972
560	0.01005952868
561	0.01003969674
562	0.01002045335
563	0.009997662899
564	0.009973178175
565	0.009926389909
566	0.009926393915
567	0.009907956122
568	0.009870523032
569	0.009861551642
570	0.009831308345
571	0.009778029309
572	0.009772731582
573	0.009760801411
574	0.009723795284
575	0.009695756367
576	0.009676783114
577	0.009661736297
578	0.009650829873
579	0.009647368865
580	0.009621243254
581	0.009599234086
582	0.009554950634
583	0.009531199041
584	0.00953111394
585	0.009516935814
586	0.009503334754
587	0.009503334754
588	0.009487124068
589	0.009480494039
590	0.009443706258
591	0.009418305018
592	0.009399231115
593	0.009377471896
594	0.009341242643
595	0.009311627618
596	0.009302345556
597	0.0092960019
598	0.009262264179
599	0.009245873146
600	0.009194882213
601	0.009152774441
602	0.009139418514
603	0.009108808801
604	0.00910133678
605	0.009072270883
606	0.009048039706
607	0.009035941855
608	0.009021505531
609	0.008980452953
610	0.008967684167
611	0.008950283684
612	0.008924348848
613	0.008908209374
614	0.008902196727
615	0.008893862881
616	0.008876427266
617	0.008874702082
618	0.008844585281
619	0.008809407962
620	0.008798270424
621	0.008786005217
622	0.008757732666
623	0.008757732666
624	0.008746421402
625	0.008737946924
626	0.008737946924
627	0.008723529202
628	0.008712222136
629	0.008698977519
630	0.008679159538
631	0.008666608443
632	0.008666561347
633	0.008658837645
634	0.008638309665
635	0.008592525411
636	0.008570072295
637	0.008566657836
638	0.0085438837
639	0.008532443084
640	0.008518710865
641	0.008503550565
642	0.008503529921
643	0.008495754442
644	0.008493331647
645	0.008475199247
646	0.008456854623
647	0.00842914406
648	0.00842235669
649	0.008399041517
650	0.008379927568
651	0.00836388862
652	0.008343078314
653	0.008324674427
654	0.008314165981
655	0.008294028943
656	0.008268096629
657	0.008243733178
658	0.008207968617
659	0.00818578117
660	0.008170101906
661	0.008138910625
662	0.008138891652
663	0.008120698281
664	0.008102670919
665	0.00808098513
666	0.008070098254
667	0.008050686275
668	0.008024954251
669	0.008008939827
670	0.007994939281
671	0.007966761252
672	0.007951182278
673	0.007933363753
674	0.007933363753
675	0.007919709822
676	0.007910810958
677	0.007893214937
678	0.00786711073
679	0.007855225267
680	0.007842905977
681	0.007833955394
682	0.007815949839
683	0.007807652243
684	0.007798254347
685	0.007788112625
686	0.007784508798
687	0.007771967554
688	0.007771946982
689	0.007760924626
690	0.007745645349
691	0.007736283376
692	0.007724106829
693	0.00769041158
694	0.007661160933
695	0.007656010184
696	0.007656010184
697	0.007645315478
698	0.007623015199
699	0.007614901384
700	0.00758285834
701	0.007560505199
702	0.00754696431
703	0.007534594593
704	0.007506709703
705	0.007497233616
706	0.0074972151
707	0.007485883335
708	0.007485881706
709	0.007485858237
710	0.00747997761
711	0.007479972308
712	0.007479961251
713	0.007479936971
714	0.007479917499
715	0.007479893402
716	0.007479855564
717	0.007479834539
718	0.007462704039
719	0.007454071232
720	0.007454071232
721	0.007440582281
722	0.007440555923
723	0.007435338184
724	0.007426721794
725	0.007426721794
726	0.007395580017
727	0.007370539534
728	0.00737054231
729	0.007347263448
730	0.007303336347
731	0.007287559806
732	0.007272505792
733	0.007272464457
734	0.007266016282
735	0.007249606384
736	0.007243919842
737	0.007243941194
738	0.007243941194
739	0.007243902199
740	0.007243864765
741	0.007241489889
742	0.007207868134
743	0.007189235106
744	0.007189235106
745	0.007179264307
746	0.007179264307
747	0.007174208093
748	0.007174186563
749	0.007155224186
750	0.007134429241
751	0.007134429241
752	0.007134426252
753	0.007116581803
754	0.007106693763
755	0.007098685314
756	0.007085826881
757	0.007085806598
758	0.007085806598
759	0.007085770131
760	0.007085748597
761	0.00707270203
762	0.007072711405
763	0.007072702548
764	0.007064661256
765	0.007064661256
766	0.007064656636
767	0.007064656636
768	0.007064645839
769	0.007053355799
770	0.00704239097
771	0.007042351009
772	0.0070423683
773	0.00704235467
774	0.007042330845
775	0.00704231856
776	0.007042302909
777	0.007042302909
778	0.007042302909
779	0.007042302909
780	0.007042302909
781	0.007042302909
782	0.007042302909
783	0.007042302909
784	0.007042302909
785	0.007042302909
786	0.007042302909
787	0.007042302909
788	0.007039800301
789	0.007039800301
790	0.007039800301
791	0.007039800301
792	0.007039800301
793	0.007039800301
794	0.007039800301
795	0.007039800301
796	0.007039800301
797	0.007039800301
798	0.007039800301
799	0.007039800301
800	0.007039800301
801	0.007039800301
802	0.007039800301
803	0.007039800301
804	0.007039800301
805	0.007039800301
806	0.007039800301
807	0.007039800301
808	0.007039800301
809	0.007039800301
810	0.007039800301
811	0.007039800301
812	0.007039800301
813	0.007039800301
814	0.007039800301
815	0.007039800301
816	0.007039800301
817	0.007039800301
818	0.007039800301
819	0.007039800301
820	0.007039800301
821	0.007039800301
822	0.007039800301
823	0.007039800301
824	0.007039800301
825	0.007039800301
826	0.007039800301
827	0.007039800301
828	0.007039800301
829	0.007039800301
830	0.007039800301
831	0.007039800301
832	0.007039800301
833	0.007039800301
834	0.007039800301
835	0.007039800301
836	0.007039800301
837	0.007039800301
838	0.007039800301
839	0.007039800301
840	0.007039800301
841	0.007039800301
842	0.007039800301
843	0.007039800301
844	0.007039800301
845	0.007039800301
846	0.007039800301
847	0.007039800301
848	0.007039800301
849	0.007039800301
850	0.007039800301
851	0.007039800301
852	0.007039800301
853	0.007039800301
854	0.007039800301
855	0.007039800301
856	0.007039800301
857	0.007039800301
858	0.007039800301
859	0.007039800301
860	0.007039800301
861	0.007039800301
862	0.007039800301
863	0.007039800301
864	0.007039800301
865	0.007039800301
866	0.007039800301
867	0.007039800301
868	0.007039800301
869	0.007039800301
870	0.007039800301
871	0.007039800301
872	0.007039800301
873	0.007039800301
874	0.007039800301
875	0.007039800301
876	0.007039800301
877	0.007039800301
878	0.007039800301
879	0.007039800301
880	0.007039800301
881	0.007039800301
882	0.007039800301
883	0.007039800301
884	0.007039800301
885	0.007039800301
886	0.007039800301
887	0.007039800301
888	0.007039800301
889	0.007039800301
890	0.007039800301
891	0.007039800301
892	0.007039800301
893	0.007039800301
894	0.007039800301
895	0.007039800301
896	0.007039800301
897	0.007039800301
898	0.007039800301
899	0.007039800301
900	0.007039800301
901	0.007039800301
902	0.007039800301
903	0.007039800301
904	0.007039800301
905	0.007039800301
906	0.007039800301
907	0.007039800301
908	0.007039800301
909	0.007039800301
910	0.007039800301
911	0.007039800301
912	0.007039800301
913	0.007039800301
914	0.007039800301
915	0.007039800301
916	0.007039800301
917	0.007039800301
918	0.007039800301
919	0.007039800301
920	0.007039800301
921	0.007039800301
922	0.007039800301
923	0.007039800301
924	0.007039800301
925	0.007039800301
926	0.007039800301
927	0.007039800301
928	0.007039800301
929	0.007039800301
930	0.007039800301
931	0.007039800301
932	0.007039800301
933	0.007039800301
934	0.007039800301
935	0.007039800301
936	0.007039800301
937	0.007039800301
938	0.007039800301
939	0.007039800301
940	0.007039800301
941	0.007039800301
942	0.007039800301
943	0.007039800301
944	0.007039800301
945	0.007039800301
946	0.007039800301
947	0.007039800301
948	0.007039800301
949	0.007039800301
950	0.007039800301
951	0.007039800301
952	0.007039800301
953	0.007039800301
954	0.007039800301
955	0.007039800301
956	0.007039800301
957	0.007039800301
958	0.007039800301
959	0.007039800301
960	0.007039800301
961	0.007039800301
962	0.007039800301
963	0.007039800301
964	0.007039800301
965	0.007039800301
966	0.007039800301
967	0.007039800301
968	0.007039800301
969	0.007039800301
970	0.007039800301
971	0.007039800301
972	0.007039800301
973	0.007039800301
974	0.007039800301
975	0.007039800301
976	0.007039800301
977	0.007039800301
978	0.007039800301
979	0.007039800301
980	0.007039800301
981	0.007039800301
982	0.007039800301
983	0.007039800301
984	0.007039800301
985	0.007039800301
986	0.007039800301
987	0.007039800301
988	0.007039800301
989	0.007039800301
990	0.007039800301
991	0.007039800301
992	0.007039800301
993	0.007039800301
994	0.007039800301
995	0.007039800301
996	0.007039800301
997	0.007039800301
998	0.007039800301
999	0.007039800301
